ISBN10,Author
0786709324,Philip Sugden
0060503467,Judith R. Hendricks
140004538X,Huston Curtiss
0618246940,Michael Cart
0618246940,Dave Eggers
1570089949,Orson Scott Card
0932379435,Leslea Newman
0066212901,Sujata Massey
1558171665,M. Hardwick
0380728257,Lawrence Block
0141002166,T. R. Pearson
0792265289,Susanna Moore
0156006898,Owen Chase
0156006898,Iola Haverstick
0156006898,Betty Shepard
1570629137,Kate Horsley
0312252854,Katharine Weber
0312287984,I.J. Parker
0312966717,Ngaio Marsh
0312964285,Ngaio Marsh
0312969902,Ngaio Marsh
0312966059,Ngaio Marsh
1563335506,Brad Gooch
0684850400,Brad Gooch
1575663783,Dann Hazel
0316107093,Berke Breathed
0395836220,Elizabeth Gilbert
0743422287,Amy Borkowsky
0380842939,Anna L. Waldo
0061093084,Clive Barker
0061099015,Clive Barker
0451197399,Sharyn McCrumb
0889104646,Emine Sevgi Ozdamar
0889104646,Craig Thomas
0889104646,Craig Thomas
0152050167,Witi Ihimaera
0151003130,Edward Gorey
0312978863,Donna Andrews
0525946578,Holly Payne
0312282664,Laura Joh Rowland
0380732343,Tim Dorsey
0670031909,Jasper Fforde
0380978415,Christopher Moore
055356773X,Diane Mott Davidson
0790004062,Witi Ihimaera
076271235X,John Marino
076271235X,Tina Cohen
0679750533,Haruki Murakami
038000741X,Edward Abbey
0553251481,Tom Robbins
0345326490,Edward Abbey
0451179285,Stephen King
014003613X,Fay Weldon
0002712172,C. K. Stead
0140099271,Stevan Eldred-Grigg
0553577808,Laurie R. King
0812561864,Carole Nelson Douglas
0790000458,Witi Tame Ihimaera
1565120507,John Welter
0060936150,Jose Raul Bernardo
0399149562,Lilian Jackson Braun
0312966849,Irene Allen
0751501220,Douglas Wynn
0684853043,Lilian Nattel
0688021174,Alfred Noyes
0688021174,Charles Mikolaycak
0718146298,Janet Evanovich
0946487758,Nick Smith
0446344672,Lewis Grizzard
0425143538,Ngaio Marsh
0743457471,Suzann Ledbetter
0515077003,Ngaio Marsh
0515075345,Ngaio Marsh
0312966709,Ngaio Marsh
0802135161,Jeanette Winterson
0312973144,Ngaio Marsh
0515076279,Ngaio Marsh
0515078514,Ngaio Marsh
0515075078,Ngaio Marsh
0515085928,Ngaio Marsh
0380780860,Anne George
0060093595,Yxta Maya Murray
0449004279,Denise Giardina
0684844826,Ursula Hegi
0061052582,Stephen Baxter
0802133525,Harold Pinter
0880299193,P. G Wodehouse
0743243412,Simon Doonan
0316365521,Holly Hobbie
0684872536,Martin Cruz Smith
0743411943,Abby Bardi
0789305186,Judith Henry
0515076066,Ngaio Marsh
0553261096,Rex Stout
0812574745,Piers Anthony
0380816547,Christopher Moore
0316137251,Graham Caveney
0151003378,Elizabeth Hess
0060002433,Terrence Cheng
0887300405,Michael E. Gerber
0312042779,Diane Mott Davidson
0451182979,Tamar Myers
0142000892,Ann B. Ross
0553575295,Barbara Hambly
0679729771,Art Spiegelman
0066212545,David Davidar
0312119313,Jewell Parker Rhodes
0345430948,Robert McLiam Wilson
0553575287,Barbara Hambly
0394735307,Murasaki Shikibu
0394735307,Edward G. Seidensticker
0060394366,Sela Ward
1565123352,Anita Rau Badami
0375505172,Majgull Axelsson
0312282060,Rhys Bowen
0971263906,Gary Ogden Harper
0684831376,Jose Raul Bernardo
0385495420,Wayne Johnston
0451186346,Lawrence Block
0394747232,Art Spiegelman
0966086503,Michael Augustyn
0061092002,Clive Barker
0451206002,Jonathan Kellerman
0553234978,Rex Stout
0684810972,Christopher Moore
0312951469,Christopher Moore
0898866065,Kurt Diemberger
0140043519,William S. Burroughs
0140043519,Allen Ginsberg
0451165624,Jack Kerouac
1850514496,Philippe Garner
0312969880,Tom Corcoran
1892327988,Brad Dimock
0066214440,Paulette Jiles
0671881884,Christopher Moore
0312273126,Frank Monaco
0553575279,Barbara Hambly
0966941411,Richard L. Miller
0394741919,David Letterman
0394741919,Merrill Markoe
055358281X,Laura Wilson
0066211239,Jose Raul Bernardo
0441363946,Harlan Ellison
0671042297,Lisa Huang Fleischman
0380978407,Christopher Moore
0553109243,Barbara Hambly
0618012710,Tony Hillerman
0618012710,Otto Penzler
0312282621,Laura Joh Rowland
0374129851,Ben Macintyre
1569471568,Akimitsu Takagi
0060958111,Annie Hawes
0312966679,Dale Furutani
0312963238,Dale Furutani
0375709118,Ha Jin
1558746927,Dan Hurley
0679441239,Peter Mayle
0345438817,Lorna Landvik
0312198493,Jennifer Crusie
0553261940,Francine Pascal
0553261568,Francine Pascal
0553258125,Francine Pascal
055325295X,Francine Pascal
0553251309,Francine Pascal
0553247166,Francine Pascal
055325944X,H.B. Gilmour
0671682849,V.C. Andrews
067164257X,V. C. Andrews
0671656570,V.C. Andrews
0671640453,Andrews
0440202558,Rosamunde Pilcher
0440202515,Rosamunde Pilcher
0060090383,Marian Keyes
0425135020,John Sandford
0425135020,John Camp
0871138190,Candace Bushnell
006103004X,Sherry Sontag
006103004X,Christopher Drew
006103004X,Annette Lawrence Dr
0446600458,James Patterson
055327824X,John Steinbeck
0553211765,Charles Dickens
0451403754,Patricia Gaffney
0553107240,Diane Mott Davidson
0517574985,William Caunitz
0836221443,Camille Geraldi
0836221443,Carol Burris
0312861230,Earl Murray
0399142401,Nora Roberts
0684872706,Dr. Pedro Jose Greer Jr.
0684872706,Liz Balmaceda
0310231876,Debbie Morris
0310231876,Gregg Lewis
0684871262,Jeffery Deaver
0451188489,Jeffery Deaver
0970816308,Nik C. Colyer
0312063571,Rosamunde Pilcher
0070064512,Erma Bombeck
0385499825,Haven Kimmel
0722536305,Mark Payne
0836270320,Cara Wilson
0836270320,Otto Frank
1560438487,Debby Jones
1560438487,Jackie Kendall
1565075315,Michelle McKinney Hammond
0385315724,Pete Dexter
0761517049,Miriam Sokol
0739400614,Dave Pelzer
1558746625,Jack Canfield
1558746625,Mark Victor Hansen
1558744592,Jack Canfield
1558744592,Mark Victor Hansen
1558744592,Hanoch McCarty
1558744592,Me
0670032379,Sue Monk Kidd
0425186326,Patricia Kay
0446610674,Deborah Smith
0440224594,Maeve Binchy
0553066684,Rick Pitino
0739417991,Mary Kay McComas
0670878847,Jacquelyn Mitchard
0688160344,Iris R. Dart
0060193751,Patricia Gaffney
0446516953,Kirk Douglas
0375412336,Elisabeth Eaves
0553288105,Isaac Asimov
0586025944,ISAAC ASIMOV
0586062009,Isaac Asimov
055326981X,David Brin
0946626820,Octave Mirbeau
0946626820,Douglas Jarman
0375755365,Allen Weinstein
0375755365,Alexander Vassiliev
1869414365,Stephanie Johnson
0684818442,Jack Finney
0890876517,S.A.R.K.
0380766558,Kathleen E. Woodiwiss
0310217601,Terri Blackstock
0803289065,O. E. Rolvaag
0803289065,Einar Haugen
0803289065,Gudrun Hovde Gvale
0805401725,John F. Bayer
0708942008,Shirley Worrall
0310243882,James Scott Bell
0764220330,Kristen Heitzmann
0380812061,Jude Deveraux
0890876789,Sark
0836246047,Mary Engelbreit
0805210288,Elie Wiesel
0062512234,Robert Eisenberg
0803298188,H. G. Wells
0803298188,J. Gregory Keyes
0803298188,Gareth Davies-Morris
082177462X,Fern Michaels
0140149902,Carol Shields
0385334060,John Reed
039914983X,George Harrar
0743230191,Pamela Rafael Berkman
0679767185,David Guterson
0060925582,David Feldman
037570177X,Thomas Sanchez
0380714647,Alexandra Stoddard
0380714647,John Burgoyne
0765305569,Paul Levinson
0811831620,Nick Bantock
0886776430,Mercedes Lackey
0886776430,Larry Dixon
0553564935,Raymond E. Feist
0743422937,Martha Powers
0345338715,David Eddings
0345338715,Leigh Eddings
0435909592,Sembene Ousmane
0385413017,William Safire
0345403959,David Eddings
0345403959,Leigh Eddings
0553285246,Raymond E. Feist
0394178637,Margot Patterson Doss
0380718839,John Dunning
9974560004,Rafael Courtoisie
0679740074,Raymond Carver
0786648287,Mr. Al Biondi
0786648287,Al Biondi
0679727124,Anita Brookner
015640057X,Ana?s. Nin
0140309594,Astrid Lindgren
0140309594,Florence Lamborn
0451205235,Martha Grimes
0804120021,Cherry Adair
0449909433,Lars Eighner
0802137954,J. P. Donleavy
0684822652,Janet Evanovich
038547640X,Geraldine Kudaka
1580291023,Jim Curtin
1580291023,James J. Curtin
1580291023,Renata Ginter
0316896586,Nick Tosches
015600514X,Daniel Akst
0441005608,Cristopher Stasheff
0345371631,Tara K. Harper
0380789833,Raymond E. Feist
0689860064,Anne McCaffrey
0937295353,Valerie Tripp
1562475355,Valerie Tripp
1562475355,Jean-Paul Tibbles
0937295418,Valerie Tripp
1562470078,Valerie Tripp
0451524381,William Shakespeare
0451524381,Joseph Bryant
0805066128,Ruth Picardie
068817163X,Sandra Bernhard
0553569155,Jerry Seinfeld
0316735116,Louise Redd
0060520825,Carol Ann Lee
0671517325,Linda Wolfe
0316785644,Jody Shields
0899193846,Guy Vanderhaeghe
0425169871,Janice Graham
081296697X,John O'Hara
081296697X,Louis Begley
067974245X,Katharine Hepburn
0375506128,Mary Ladd Gavell
1573061425,Jerry Hopkins
0879052651,Robert Shapard
0879052651,James Thomas
0688177026,Hulton Getty
1558612203,Josephine Gattuso Hendin
1558612203,Mary Jo Bona
0684872730,Ursula Hegi
0393316580,Rebecca Stowe
0449911438,Arlene J. Chai
0804117683,Jane Smiley
0836217012,Gary Larson
0140447954,Mikhail Lermontov
0140447954,Paul Foote
0446600660,Carl Hiaasen
0399236260,Andrew Clements
1573220485,Alex Garland
0375757430,Gloria Mallette
0880707232,Jeff Leeland
0385491034,Margaret Atwood
0380727943,April Sinclair
0374527075,Jamaica Kincaid
0801855578,Professor John Barth
0374134669,Michael Grant Jaffe
0679772936,Andrew Vachss
0312194404,Bill Richardson
0064431290,William Joyce
0064431290,William Joyce
0684808943,Ben Bradlee
0380814110,Bob Greene
1580172466,Scott R. Russell
0446677388,James Patterson
0679762108,Richard Ford
0312315600,Joe Conason
0811214206,Uwe Timm
0811214206,Peter Tegel
0553072455,Natalie Goldberg
0060914440,John Lennon
0385498055,Ian McEwan
0399518231,I. M. Peeved
0399518231,Ed Strnad
0679749519,David Malouf
0761513116,David Chilton
0679731946,Ann Beattie
0679745327,Jay McInerney
7119020412,元阳
0130866172,Eric Shiraev
0130866172,Gerald L. Boyd
0130866172,Gerald Lee Boyd
0929701364,Jaimy Gordon
067975444X,Dan Franck
0671028502,Susan Cheever
0671047426,Kinky Friedman
0385313152,Claudia Shear
0451202112,Gene Hackman
0451202112,Daniel Lenihan
059527059X,John Dowdee
0345390016,Marcia Kamien
0449221431,James A. Michener
0140186832,James Joyce
0140186832,Seamus Deane
0140186832,Seamus Deane
0060929855,Thornton Wilder
0380792478,J.A. Jance
0670839809,Terry McMillan
0679426612,Martin Cruz Smith
0471349976,Culinary Institute Of America
0679769420,Donald Antrim
044990542X,Jimmy Buffett
0152022341,Joseph Bruchac
0816752087,Mike Thaler
0816752087,Jared Lee
0001714600,Robert Lopshire
0395906954,H. A. Rey
0689831803,Stephanie True Peters
0689831803,Reg Sandland
0880016620,Lisa St. Aubin De Teran
0758201885,Paul Monette
0873492862,Bill Dahl
0873492862,Weldon A. McDougal III
0688167241,Lora Brody
1580083986,Lois Ellen Frank
1864503157,Damien Simonis
0688167802,Amanda Davis
0688067700,Earl W. Emerson
0446528595,Andrew S. Grove
0140275010,Mark Kurlansky
185585662X,Bob Eggleton
185585662X,Nigel Suckling
0140109595,David Leavitt
0520206738,Carolyn See
0880015942,Bobbie Ann Mason
0394741188,Jay McInerney
1566198798,Mark Twain
0060002093,Milan Kundera
0807083178,Ruthanne Lum McCunn
0679722181,Ford Madox Ford
1896891063,Jean Pare
038089887X,Alison Lurie
034540453X,Earl Emerson
1562827960,April Sinclair
1567313736,Vicki Leon
031202259X,Elliott Roosevelt
0762723742,Myrna Oakley
0684833840,Stanley Kaplan
0805056084,Sharon Kay Penman
0374153248,Calvin Trillin
0786863951,Geneen Roth
185828869X,Martin Dunford
185828869X,Jack Holland
0684857022,Stacey Richter
0440403790,Scott O'Dell
0517220121,Roland Gary Jones
0805067922,Colum McCann
0449907562,Arl Modica Matthews
0878575103,Dave Barry
1877988243,Linnea Lundgren
1877988243,Laura Kraemer
0785799524,Anne Tyler
0877017883,Nick Bantock
0446604100,Marcia Muller
0440222028,Ruth Rendell
0316199648,Tony Earley
1556522460,Ellen Slezak
0525485082,Elizabeth Pomada
0525485082,Michael Larsen
0525485082,Douglas Keister
1558748865,Jack Canfield
1558748865,Mark Victor Hansen
1558748865,Marion Owen
1558748865,Cindy
1573223425,Anne Lamott
0679753761,Susanna Kaysen
0060081961,Bob Greene
0486200701,Kakuzo Okakura
0553096060,Jerry Seinfeld
0813525764,Robert W. Snyder
0380730200,Elizabeth McCracken
0451403800,Wendy Hornsby
0312290888,Paula Marantz Cohen
0679404864,Dave Barry
0062507583,Susan Shaughnessy
0449210502,James A. Michener
0316816884,Lisa St. Aubin De Teran
0931122562,Meridel Le Sueur
0312187688,Lawrence Goldstone
0312187688,Nancy Goldstone
0399519785,Ian C. Ellis
0060958294,Bernard Malamud
0684827107,A.M. Homes
0609803875,Sheri Reynolds
1882413768,Sherman Alexie
0871133741,Raymond Carver
0871133741,Tess Gallagher
0805068015,Margot Livesey
0671793578,Ann Rule
0375750525,Eve Ensler
0802133991,Dagoberto Gilb
060960516X,Steven Millhauser
0316197475,Helen Dunmore
0140122060,Pete Dexter
1555835821,Warren Dunford
0140133488,Wallace Stegner
0930773284,Robert Ellis Gordon
0671729470,V.C. Andrews
0590865420,Michael Stearns
0771021828,Leonard Cohen
0156814161,A.S. Byatt
0912310782,Adela Vengana
0912310782,etc.
0452276756,Cathleen Schine
0676904955,Fodor's
0676904955,Gil Reavill
0676904955,Michael Yamashita
0028606736,Rainer Eisenschmid
0028606736,Karl Baedeker
0970038704,Jamie S. Rich
0970038704,Andi Watson
0970038704,Scott Morse
0970038704,Judd Winick
0140248927,Mario Vargas Llosa
0767900340,Laura Day
0345385764,John Le Carre
0060976993,Ron Hansen
0679740775,D.H. Lawrence
052594642X,Hari Kunzru
0140147292,Robin Goldstein
0553255282,Dr. James Dobson
0688168248,Alice Mattison
0684830922,Julie Taylor
0714530603,Nikolaj Frobenius
0714530603,Tom Geddes
0151489262,Arturo Perez-Reverte
0151489262,Margaret Jull Costa
015670160X,Virginia Woolf
0385133448,Tom Glazer
0345318145,Susan Isaacs
0440127068,Lendon Smith M.D.
0312198647,John Bayley
0804113629,Martin H. Greenberg
0963608894,Kay Baxter
0963608894,Lucy Bauer Footlik
0963608894,Heidi-Marie Blackwel
0590428837,Barthe DeClements
0060932384,Milan Kundera
038071843X,J.A. Jance
0836218515,Gary Larson
0395744415,Mary Cantwell
0385484275,Judith Rossner
0684848295,John Kulka
0684848295,Natalie Danford
0373243790,Nora Roberts
0395528151,Robert Coles
1559240059,John Powell
0345346491,Clyde Edgerton
0385319401,Rita Ciresi
0060096772,Nancy Richler
1569470553,Sue Townsend
0671892673,Sandra Benitez
0836211499,Gary Larson
0330294008,Bret Easton Ellis
0961655321,Allen DeHart
0961655321,Bruce Sundquist
0679759263,Mark Salzman
0393900401,Ben Jonson
0393900401,Roger Holdsworth
0688177905,Lynne S. Schwartz
0140064834,Alice Adams
0345336712,Alan V. Hewat
0345440129,Marianne Fredriksson
067975556X,Richard Bausch
0679783571,Angela Nissel
0553380672,Rita Mae Brown
1885061781,Art Lee
0679727256,Vladimir Nabokov
0679727272,Vladimir Nabokov
031228425X,Claire Davis
0962054364,Helen Banes
0962054364,Diane Fitzgerald
0670031542,William Trevor
0399145672,Dave Barry
1864501936,Julia Wilkinson
1864501936,John King
0060976772,Ian Frazier
0140280456,Nuruddin Farah
0385499345,Thomas L. Friedman
0385334931,Rita Ciresi
0688163769,Joyce Goldstein
1860469345,Halldor Laxness
0679742409,Rita Dove
0912365307,Carol Frieberg
0295962194,Margaret B. Blackman
0295962194,Florence E. Davidson
0345419081,Katherine Neville
0671663143,Carolyn Keene
015600464X,Laurie Foos
156833186X,John B. Keane
0375704248,Anita Brookner
0452282543,Lee Martin
0836221818,Chuck Shepherd
0679432477,Richard Russo
0736900640,Melody Carlson
034539044X,Martin Cruz Smith
0804109796,Martin H. Greenberg
0060168609,Russell Banks
0140131604,Garrison Keillor
0679735461,Mark Salzman
0940242737,Penelope Lively
1588370011,Elizabeth Nixon Weaver
0517595753,Dave Barry
0609602330,Erik Larson
0679462988,Susan Orlean
0517595532,Maryln Schwartz
044020867X,Sol Gordon
0964303558,Alexander Lockhart
068480123X,Edith Wharton
0679734589,Martin Amis
0679422587,Susanna Moore
0767902025,Tim O'Brien
0156006197,Margaret Drabble
0375724842,Ruth Rendell
0385720408,Kurban Said
0385720408,Jenia Graman
0312143834,Katharine Weber
0452279070,E. L. Doctorow
0553582801,Ben Sherwood
0425137473,Mary Higgins Clark
0425137473,Ruth Rendell
0425137473,Sara Paretsky
0425137473,Joan
0451407261,Joan Hess
0060198133,Joanne Harris
0030640075,Craig Claiborne
0345310799,Martin Cruz Smith
0446391719,Thomas Keneally
038077514X,Marc Mappen
006092411X,Annie Dillard
0449912787,Lorna Landvik
037550155X,Carolyn See
0670892742,Mary Karr
0449216241,Jill McCorkle
0316313076,Ellen Gilchrist
0345384237,Lawrence Norfolk
0156007819,Murray Bail
1550171631,Tom Henry
1550171631,Greta Guzek
0393311031,Stephen Jay Gould
0684849135,Paco Underhill
0060928417,Milan Kundera
0140097112,Robertson Davies
0156006340,Kathleen Alcala
0140119795,Faith Sullivan
1573220280,Kathleen Norris
0880014857,Maria Flook
0452281202,Cathleen Schine
0671885332,Jane Smiley
1571430148,Roger Rapoport
1571430148,Marguerita Castanera
1571430148,Mary Morris
1571430148,Ja
0140040188,Calvin Trillin
0330305336,Tama Janowitz
0843133805,Marty Westerman
0671644076,Elie Wiesel
0553110438,Bill Cosby
034536676X,John Irving
0812217268,Daphne Du Maurier
0451525116,Anton Chekhov
0451525116,Ann Dunnigan
0451525116,Ernest J. Simmons
0671640488,Jack Finney
0140284621,P.G. Wodehouse
0140030395,P.G. Wodehouse
0394716310,M. F. K. Fisher
0843733756,Nino Lo Bello
0449209105,Chaim Potok
0679743839,Robert Hughes
1404306781,Christopher Morley
0140011722,P. G. Wodehouse
0140011722,Ionicus - Joshua Armitage;
0449908747,Jane Smiley
0915230151,Marlys Millhiser
0618127046,Miss Read
156305115X,Jeanne K. Hanson
0060972122,Michael Chabon
0671754629,Roger A. Caras
0394741714,Calvin Trillin
0452261848,Alice Munro
0449910571,Anne Tyler
0671242954,Jack Finney
0449214370,Carolyn See
0553148923,Tom Robbins
0393048144,Tova Mirvis
0140046860,Lawrence Durrell
0671254308,Barbara Myerhoff
